tasks_completed_per_day,average_task_time_minutes,distance_travelled_km,payout_amount,customer_rating,login_hours_per_day,device_changes,location_changes,cancellation_rate,late_delivery_rate
10,26,26,1862,4.71,9,0,0,0.02,0.11
30,30,34,2552,3.89,9,1,2,0.09,0.06
15,25,63,2858,3.72,4,1,2,0.04,0.05
30,22,25,2709,4.08,5,0,1,0.01,0.08
21,31,33,715,4.0,7,1,0,0.05,0.03
28,13,32,1285,4.65,4,0,0,0.07,0.05
32,13,50,2135,3.76,10,1,2,0.12,0.15
39,30,42,2491,4.29,6,1,1,0.07,0.14
35,23,51,2484,4.44,9,1,0,0.14,0.08
17,14,57,2799,4.08,6,1,1,0.13,0.12
39,25,27,727,3.8,8,0,1,0.04,0.17
20,23,72,2457,4.84,11,0,1,0.03,0.17
19,39,20,1408,3.71,7,1,2,0.04,0.14
22,23,33,2160,3.96,8,0,2,0.06,0.04
31,23,70,784,4.63,5,1,0,0.09,0.05
39,34,73,2510,4.41,5,0,1,0.03,0.07
39,33,45,2913,4.6,9,0,1,0.08,0.14
32,34,62,2143,4.71,4,1,1,0.09,0.07
13,38,56,1627,4.84,9,0,0,0.1,0.1
16,23,61,1769,3.96,7,1,0,0.09,0.17
19,28,66,2200,4.21,4,0,1,0.13,0.18
25,39,32,2739,4.53,4,1,1,0.1,0.17
39,12,68,1143,4.69,10,0,1,0.14,0.04
37,26,78,525,4.37,10,1,0,0.11,0.18
23,23,65,2545,4.27,5,0,1,0.07,0.14
27,19,51,1211,4.54,5,1,1,0.04,0.13
17,22,27,2740,4.07,11,1,2,0.01,0.06
5,31,42,2928,4.84,9,0,1,0.02,0.19
33,13,12,1525,3.82,7,0,2,0.04,0.02
28,20,37,2126,4.83,5,0,1,0.04,0.03
20,24,10,1568,4.47,7,1,2,0.11,0.05
29,24,72,1438,4.4,8,1,2,0.06,0.14
27,39,56,502,4.2,11,0,0,0.06,0.13
32,33,46,1972,3.73,9,0,1,0.02,0.19
20,11,57,1658,4.8,6,0,1,0.09,0.08
15,20,28,1814,3.58,9,1,1,0.1,0.08
7,11,23,2825,3.9,8,0,2,0.13,0.14
19,32,76,675,3.66,10,1,0,0.08,0.05
5,38,74,2829,3.66,11,1,2,0.01,0.1
11,14,35,1643,4.09,10,1,2,0.02,0.02
82,4,195,9558,2.236182537865135,23,3,7,0.547686231362438,0.7693844055229008
36,10,79,1450,4.37,6,1,1,0.03,0.16
13,16,52,840,4.44,6,1,2,0.12,0.06
33,16,79,620,4.82,9,1,2,0.03,0.08
30,19,68,1074,3.95,9,1,0,0.03,0.04
27,15,12,2420,3.96,4,1,1,0.1,0.13
33,29,14,2184,3.87,6,0,0,0.04,0.12
37,21,46,2016,4.67,7,0,1,0.15,0.17
11,22,61,2823,4.14,5,1,0,0.13,0.19
16,33,75,1468,4.33,10,0,1,0.11,0.2
35,37,72,2576,4.06,5,0,1,0.06,0.04
36,20,16,2334,3.74,4,0,2,0.02,0.12
24,27,62,1184,3.65,9,1,0,0.06,0.16
21,11,15,2868,4.8,9,1,1,0.06,0.14
7,25,16,1142,3.9,4,0,2,0.03,0.18
5,11,53,2899,4.91,5,1,0,0.03,0.1
31,28,27,1604,4.92,4,1,1,0.1,0.1
37,15,63,1816,4.22,6,1,1,0.04,0.02
24,10,38,793,4.94,10,1,1,0.1,0.02
18,20,34,2020,3.54,6,0,2,0.09,0.14
9,27,72,1246,3.64,7,0,0,0.14,0.1
27,19,77,1232,3.86,9,0,1,0.12,0.14
19,27,22,2081,3.81,4,0,1,0.03,0.06
10,39,41,2927,3.88,5,1,0,0.1,0.18
37,37,36,823,4.18,11,1,0,0.1,0.18
23,10,60,1585,3.59,9,1,0,0.13,0.14
17,28,43,861,4.33,11,1,0,0.1,0.07
33,25,37,2600,3.96,9,1,1,0.03,0.06
10,35,39,901,3.61,11,1,2,0.05,0.13
19,16,18,2086,4.63,8,1,0,0.1,0.19
20,24,22,1180,4.48,5,1,2,0.14,0.12
28,38,73,2392,4.69,9,1,2,0.13,0.17
27,10,47,1492,4.91,8,1,2,0.06,0.12
14,32,31,1972,4.38,8,0,0,0.13,0.14
21,30,40,1606,4.68,10,0,2,0.08,0.12
34,18,51,2926,3.8,7,1,2,0.08,0.12
14,11,71,1432,4.12,8,1,1,0.06,0.15
23,26,73,2303,4.3,6,1,0,0.1,0.09
33,34,18,2527,4.31,11,0,0,0.09,0.18
6,33,53,580,4.58,6,1,0,0.06,0.18
23,19,72,1759,4.69,9,0,0,0.12,0.15
11,15,49,1240,4.5,7,1,0,0.06,0.15
30,14,50,2180,3.57,5,0,1,0.09,0.09
19,17,59,824,4.03,5,1,2,0.06,0.17
7,17,29,1579,4.36,9,0,1,0.03,0.19
20,39,79,2861,4.26,9,1,2,0.03,0.16
6,14,51,1734,3.57,5,0,0,0.1,0.04
35,21,42,602,4.97,5,1,1,0.12,0.16
32,16,72,2986,4.93,6,1,0,0.08,0.1
11,22,66,1316,4.66,6,1,0,0.06,0.13
34,22,74,1246,3.58,7,0,2,0.06,0.2
11,26,61,2585,4.15,7,0,2,0.09,0.08
33,13,15,1312,4.11,7,0,2,0.08,0.08
28,27,16,1747,4.34,5,0,1,0.01,0.07
8,19,18,1816,3.58,5,1,2,0.12,0.04
33,12,70,2219,4.14,6,1,0,0.03,0.05
9,21,43,2702,4.64,6,1,2,0.1,0.11
33,10,44,1555,5.0,11,0,2,0.06,0.18
34,36,29,2430,4.39,4,1,2,0.09,0.17
33,20,67,2285,4.91,4,0,2,0.13,0.05
30,27,69,1856,5.0,9,0,0,0.03,0.12
23,22,63,2289,4.15,5,0,2,0.12,0.17
30,26,44,2181,4.5,9,1,0,0.02,0.12
31,17,56,2264,3.82,6,0,1,0.14,0.18
34,29,55,2787,4.21,5,0,1,0.04,0.18
34,28,13,2893,3.62,9,0,0,0.12,0.08
7,26,19,1898,3.54,9,0,1,0.02,0.18
11,11,49,2563,4.84,8,0,2,0.06,0.13
13,12,64,1086,4.79,4,1,2,0.1,0.11
17,12,49,759,3.97,7,0,2,0.1,0.16
19,15,32,2418,4.19,5,0,1,0.11,0.16
9,19,24,2908,4.24,10,0,0,0.06,0.14
33,33,14,1922,4.28,8,0,1,0.1,0.17
39,31,49,2446,3.7,7,1,1,0.07,0.19
31,27,27,2286,4.66,9,0,0,0.09,0.18
31,27,30,599,4.02,8,1,0,0.09,0.03
12,23,12,2842,3.55,10,0,1,0.03,0.17
36,25,55,1428,4.51,6,0,1,0.13,0.16
24,16,62,1967,4.74,6,0,0,0.13,0.19
14,10,29,827,4.88,6,1,0,0.04,0.15
17,26,68,1851,4.51,9,1,1,0.07,0.18
33,32,30,1565,3.79,7,0,2,0.08,0.02
39,34,60,2789,4.38,7,1,2,0.09,0.2
12,14,34,1865,4.87,6,1,2,0.01,0.05
33,36,77,958,4.03,9,1,0,0.12,0.18
35,10,19,1908,4.93,7,0,2,0.13,0.19
34,30,76,2010,3.65,11,1,2,0.03,0.02
26,36,18,719,4.59,11,1,0,0.14,0.18
25,26,38,1358,3.68,6,1,0,0.13,0.17
16,19,46,2811,4.7,5,1,0,0.09,0.19
70,3,196,11962,2.275627487852609,19,4,6,0.7615347310511278,0.7767910025489222
6,34,68,1803,3.99,9,1,2,0.04,0.16
6,29,66,934,4.67,4,0,2,0.08,0.11
38,34,69,1769,4.19,5,0,2,0.08,0.07
7,11,37,779,4.82,9,1,0,0.1,0.16
20,32,37,567,4.1,10,1,2,0.12,0.11
8,25,55,2171,4.99,6,0,0,0.14,0.18
27,24,76,1242,3.53,4,1,1,0.12,0.15
24,37,64,1787,4.54,6,0,1,0.14,0.05
29,22,47,2512,4.87,5,1,1,0.08,0.07
34,27,27,2205,4.3,11,0,2,0.02,0.07
22,37,72,1946,4.98,6,0,0,0.02,0.08
15,29,14,790,4.56,11,1,1,0.05,0.14
33,31,53,2716,4.14,11,1,0,0.1,0.18
21,23,38,1985,4.27,7,1,2,0.06,0.13
30,27,23,1055,4.82,6,0,2,0.03,0.16
27,11,67,852,4.94,5,0,1,0.13,0.08
24,11,53,1763,4.33,11,0,1,0.15,0.11
6,12,27,2326,3.96,8,0,1,0.01,0.11
28,14,16,782,3.86,6,0,2,0.02,0.15
35,34,71,2105,4.22,7,1,2,0.08,0.11
31,25,54,955,3.94,11,0,1,0.06,0.08
6,31,25,1504,4.13,10,0,2,0.12,0.06
18,24,73,2371,4.75,5,1,2,0.1,0.07
8,21,46,2832,4.21,4,1,1,0.02,0.2
17,39,34,2578,4.46,11,0,2,0.09,0.08
91,4,282,8170,1.5080958897361916,19,4,8,0.5066552890653163,0.5515204948947385
12,35,64,2761,4.64,10,1,0,0.15,0.03
6,23,37,2237,4.22,9,1,0,0.08,0.04
10,38,18,2944,4.04,6,0,0,0.14,0.14
35,30,21,836,4.42,5,0,2,0.01,0.1
14,25,27,1467,3.65,7,1,2,0.02,0.18
25,20,65,1402,4.12,11,1,0,0.06,0.18
14,15,67,1171,4.72,7,1,0,0.13,0.16
27,19,60,1803,3.89,5,0,0,0.09,0.17
7,37,41,1268,4.87,10,0,1,0.13,0.18
36,17,57,2214,4.41,7,0,0,0.05,0.16
24,25,17,978,4.31,9,1,0,0.03,0.11
14,12,39,1343,4.1,11,0,0,0.04,0.07
33,11,35,2125,4.61,10,0,1,0.1,0.16
38,25,33,2380,4.35,8,1,1,0.13,0.08
24,28,36,2617,4.69,4,0,2,0.07,0.06
12,39,48,1004,4.0,10,0,0,0.04,0.05
11,18,75,609,4.55,7,1,0,0.1,0.13
10,25,60,1905,4.92,7,1,2,0.04,0.06
15,31,59,896,3.92,4,1,0,0.09,0.09
22,35,54,850,4.97,8,0,2,0.02,0.15
33,37,42,2057,4.12,8,0,0,0.12,0.16
29,13,28,2968,3.56,8,0,0,0.12,0.08
25,19,22,1421,4.04,9,0,0,0.09,0.17
7,28,31,2541,3.72,10,1,2,0.02,0.03
22,22,29,610,3.96,7,0,2,0.05,0.2
28,27,14,708,3.64,11,1,2,0.03,0.1
14,24,41,2265,3.77,10,0,2,0.08,0.08
31,39,39,1701,3.69,7,1,2,0.02,0.19
16,13,35,2285,3.57,11,1,1,0.13,0.04
11,18,13,2972,3.94,8,0,2,0.13,0.08
21,13,76,2875,4.91,7,0,0,0.03,0.08
5,38,52,2407,4.92,10,1,1,0.11,0.1
30,25,39,510,4.77,6,1,1,0.11,0.17
19,37,25,1355,3.52,10,0,1,0.07,0.17
37,30,48,1758,3.54,7,1,1,0.03,0.13
35,24,50,2801,3.52,9,0,2,0.03,0.2
39,33,40,2089,4.05,8,0,0,0.11,0.17
83,2,264,8980,1.958672403209102,16,5,9,0.4886119575863278,0.6325473748338272
12,37,22,628,4.85,5,0,2,0.09,0.06
16,36,50,599,3.88,11,1,1,0.13,0.12
23,23,37,789,4.12,8,1,2,0.09,0.06
29,12,73,2092,4.74,5,1,1,0.15,0.07
36,31,28,2176,4.64,7,1,2,0.1,0.14
16,37,34,1648,3.7,7,1,1,0.05,0.05
17,32,47,2344,3.66,9,1,1,0.13,0.04
32,13,12,2327,4.32,5,0,1,0.05,0.12
5,39,11,1164,3.65,10,0,1,0.15,0.02
10,10,14,1870,4.74,8,1,2,0.08,0.13
12,32,70,1197,3.88,4,0,2,0.14,0.18
8,37,29,682,3.78,10,0,0,0.04,0.05
9,18,47,850,3.78,4,1,0,0.01,0.09
29,26,45,2319,3.57,8,0,1,0.04,0.18
26,23,55,1901,4.46,7,0,0,0.02,0.15
32,26,46,1988,3.75,5,0,0,0.11,0.04
27,10,63,1177,3.85,10,0,1,0.05,0.09
8,19,30,839,4.63,5,0,1,0.1,0.16
8,32,30,610,3.59,8,0,1,0.1,0.14
25,25,79,2808,3.8,8,1,0,0.11,0.05
6,36,69,1711,3.72,6,0,1,0.13,0.03
11,34,45,2918,3.51,9,1,0,0.03,0.14
20,28,20,2220,4.31,11,0,1,0.02,0.13
21,33,40,2322,3.79,5,0,1,0.01,0.03
24,34,46,2996,4.45,9,1,2,0.02,0.2
27,12,69,2229,4.25,6,0,2,0.06,0.07
38,37,70,2395,4.5,7,1,1,0.15,0.09
15,21,76,1911,4.97,5,0,2,0.06,0.05
38,12,38,1861,3.83,9,1,2,0.07,0.17
37,24,76,2443,4.5,8,1,2,0.12,0.19
30,26,76,1852,4.75,8,0,2,0.14,0.06
6,27,25,1155,4.94,7,0,0,0.15,0.07
27,16,54,2696,4.43,9,1,2,0.13,0.15
26,28,43,849,3.7,9,1,1,0.08,0.12
38,16,53,2870,3.58,4,0,2,0.04,0.04
19,14,51,1643,3.92,11,0,1,0.09,0.19
14,35,44,1504,4.89,6,0,0,0.04,0.13
19,17,39,897,4.31,8,1,1,0.02,0.07
33,30,62,1145,4.37,9,0,1,0.14,0.11
27,25,67,912,4.42,10,1,2,0.08,0.11
21,25,37,536,4.0,5,1,1,0.08,0.11
13,28,24,2734,3.77,9,0,1,0.1,0.11
13,34,47,919,4.93,5,1,0,0.07,0.12
20,24,59,1983,4.63,11,1,0,0.07,0.09
37,16,22,2734,4.27,10,1,2,0.14,0.05
35,14,44,1601,4.07,5,0,0,0.12,0.14
61,2,170,9319,2.072872398462451,19,4,6,0.5446847443724179,0.520977902164839
14,20,74,2462,3.55,10,0,1,0.05,0.17
20,19,27,1897,3.87,4,0,2,0.1,0.02
8,34,67,1309,3.88,11,1,2,0.09,0.09
61,3,215,11195,2.170001554073588,19,4,7,0.45208748671876337,0.6038437601681848
17,32,38,1457,3.85,5,0,0,0.11,0.03
20,36,53,819,3.78,5,0,0,0.11,0.16
33,18,14,1013,4.65,11,0,0,0.13,0.04
10,10,42,833,4.84,8,0,2,0.12,0.17
30,29,14,1594,3.6,11,1,1,0.04,0.14
15,10,45,1223,3.81,4,0,1,0.13,0.15
28,17,22,507,4.66,8,0,0,0.06,0.2
33,12,34,2219,4.72,11,0,2,0.14,0.19
7,11,67,2503,4.25,7,1,1,0.13,0.07
14,39,11,663,4.54,7,0,0,0.02,0.09
5,13,45,1280,3.62,6,0,0,0.12,0.09
30,36,34,1818,4.77,10,1,1,0.08,0.05
16,28,43,2905,4.75,7,0,1,0.15,0.09
98,2,163,9042,1.9418710125243992,20,3,5,0.4819776242575729,0.5843462262169337
29,14,28,1798,4.87,6,0,2,0.02,0.11
12,38,46,1420,3.57,8,0,0,0.05,0.19
8,33,10,2140,3.85,5,0,1,0.07,0.03
32,19,69,2344,4.04,5,1,2,0.09,0.03
11,33,76,2090,3.74,10,1,2,0.03,0.12
14,36,58,1602,4.72,4,1,1,0.08,0.15
6,32,55,1179,4.64,7,0,1,0.08,0.06
30,17,57,1751,4.66,4,1,1,0.13,0.11
18,22,77,937,3.94,4,1,1,0.05,0.18
20,38,28,1445,4.64,5,1,2,0.07,0.16
21,14,49,1783,3.68,7,0,1,0.06,0.06
26,35,15,509,3.66,5,1,0,0.1,0.08
8,35,72,657,4.38,10,1,0,0.13,0.08
23,36,44,1681,3.57,9,1,1,0.1,0.15
6,21,70,2867,4.91,4,1,1,0.08,0.19
13,36,14,1725,3.99,11,0,2,0.1,0.07
23,22,46,620,4.22,7,1,0,0.06,0.13
20,31,20,2686,4.72,11,1,0,0.03,0.2
29,17,49,1173,4.1,9,0,2,0.05,0.05
22,24,74,2527,4.15,9,1,1,0.07,0.14
27,22,17,1783,4.02,9,1,2,0.07,0.08
25,10,20,1956,4.03,10,0,2,0.11,0.2
15,31,67,543,4.2,5,0,0,0.14,0.04
90,4,198,11268,1.175373432584885,17,3,8,0.7885423447341982,0.6947708083255453
29,20,22,1878,4.9,9,0,0,0.02,0.07
36,22,69,597,4.32,6,1,0,0.01,0.03
34,30,58,2394,4.18,8,0,2,0.01,0.19
30,29,76,2786,4.71,8,1,2,0.14,0.12
38,10,16,974,4.52,7,0,1,0.15,0.15
13,20,34,1915,4.82,8,0,0,0.02,0.13
16,35,32,508,4.6,11,0,2,0.06,0.05
6,20,60,2036,4.93,10,1,0,0.1,0.05
9,17,56,1912,4.83,7,0,2,0.04,0.13
9,31,14,2362,4.78,4,1,2,0.09,0.16
26,12,22,1733,4.09,6,1,1,0.12,0.13
9,37,51,1115,4.08,7,0,1,0.13,0.12
8,28,14,2699,4.61,10,1,1,0.11,0.15
13,21,32,2957,3.63,10,1,2,0.02,0.06
33,15,71,509,3.98,4,1,1,0.06,0.15
26,37,10,1051,4.9,6,1,0,0.15,0.09
31,32,63,1379,4.18,5,1,0,0.04,0.14
14,17,12,767,3.9,4,1,2,0.07,0.07
20,14,73,950,4.21,11,0,1,0.06,0.04
14,19,60,2945,3.93,5,1,2,0.04,0.03
10,31,11,1891,4.65,8,1,2,0.06,0.16
9,25,58,1582,4.78,10,0,0,0.04,0.06
10,21,40,793,4.67,7,0,1,0.13,0.09
29,26,12,1451,3.72,6,0,0,0.03,0.16
8,15,44,1368,4.0,10,1,1,0.1,0.1
36,18,45,609,3.82,11,0,1,0.14,0.06
39,19,73,2065,3.56,11,1,2,0.14,0.06
64,3,171,7734,1.967279687830333,23,4,9,0.7959654027097769,0.4651804987438551
38,23,27,1512,4.14,4,1,1,0.05,0.12
10,23,43,2844,3.91,10,1,2,0.04,0.09
20,35,65,2354,3.96,8,0,0,0.11,0.18
23,38,76,2488,3.7,5,1,0,0.15,0.02
38,26,62,1344,4.74,11,0,0,0.02,0.09
29,39,76,2207,3.72,10,1,1,0.12,0.15
35,36,75,2626,4.01,5,0,1,0.03,0.18
21,34,73,2507,3.51,9,1,2,0.05,0.08
34,25,76,1773,4.15,7,0,2,0.09,0.14
35,13,48,838,4.03,8,0,2,0.05,0.12
23,11,47,2604,4.58,9,0,0,0.1,0.06
39,25,49,646,4.57,6,1,1,0.07,0.14
33,10,28,1245,3.56,5,1,2,0.04,0.06
5,12,14,1540,3.67,11,0,1,0.08,0.16
8,32,78,2915,4.86,4,1,2,0.01,0.18
32,20,23,1712,4.69,8,1,2,0.11,0.11
22,25,58,2795,4.08,6,0,0,0.08,0.03
30,35,73,2697,3.75,6,0,0,0.14,0.15
23,27,66,1213,3.89,10,0,1,0.02,0.1
10,24,44,2764,4.49,6,1,1,0.11,0.04
5,18,14,2110,4.92,6,1,2,0.05,0.08
12,21,48,1918,4.42,9,0,0,0.06,0.07
37,38,33,2286,3.54,5,0,1,0.06,0.15
25,36,49,803,4.48,7,1,0,0.06,0.1
28,27,59,2081,4.92,8,0,1,0.07,0.13
29,14,67,2950,4.04,5,1,1,0.01,0.11
23,33,10,2377,4.9,10,0,0,0.13,0.15
33,38,52,879,4.51,7,0,1,0.13,0.15
14,38,48,2999,3.78,6,0,1,0.02,0.1
16,37,19,1193,3.72,4,0,0,0.12,0.04
37,35,11,2118,3.76,6,0,0,0.02,0.09
11,17,72,2692,4.55,7,1,1,0.12,0.05
21,12,25,549,4.38,11,0,1,0.1,0.19
14,11,46,1947,4.18,7,0,0,0.05,0.19
35,34,25,2890,3.9,4,1,1,0.1,0.1
10,28,36,2255,4.86,9,0,1,0.08,0.02
21,17,72,2379,3.82,5,0,1,0.1,0.09
22,11,73,1347,3.93,11,0,2,0.08,0.18
30,28,41,1695,3.58,9,0,0,0.12,0.07
20,10,18,2012,3.91,4,0,2,0.02,0.13
12,39,20,1882,4.88,6,1,2,0.06,0.05
28,36,79,2736,3.78,8,1,2,0.09,0.17
17,31,39,2052,3.81,5,0,2,0.09,0.18
33,22,24,2957,4.4,8,1,1,0.03,0.13
36,32,68,726,4.35,10,0,2,0.02,0.13
28,29,57,2307,3.76,8,1,2,0.01,0.09
20,26,69,712,3.73,5,0,0,0.07,0.15
15,12,77,918,3.68,6,0,1,0.06,0.11
36,18,66,2375,4.79,9,0,1,0.09,0.15
10,14,73,1418,4.48,10,1,0,0.07,0.19
39,15,63,1276,4.93,7,1,1,0.07,0.17
37,13,63,2053,3.75,6,1,1,0.13,0.11
22,26,68,2768,4.19,9,1,0,0.1,0.2
17,39,48,675,4.61,7,1,1,0.1,0.13
14,30,24,1845,3.82,7,1,2,0.06,0.03
30,30,37,1034,4.53,5,0,2,0.12,0.15
21,30,45,1917,4.21,5,0,2,0.03,0.17
5,25,63,2329,4.15,4,1,0,0.07,0.04
29,25,26,2163,4.47,9,0,1,0.02,0.14
38,31,31,823,4.2,10,0,1,0.03,0.19
14,20,45,584,4.73,11,0,1,0.02,0.07
24,11,38,1386,4.9,8,1,1,0.07,0.13
11,26,64,611,4.38,8,1,0,0.11,0.07
20,24,51,1448,3.95,8,1,1,0.05,0.16
33,27,41,1921,4.67,11,0,0,0.01,0.12
16,38,23,551,3.76,8,1,2,0.11,0.1
21,19,27,2631,3.64,11,0,0,0.04,0.03
24,15,47,1240,4.28,11,0,1,0.11,0.19
30,30,43,924,4.47,4,0,0,0.01,0.11
23,25,54,1544,4.75,7,0,1,0.05,0.16
16,14,41,2211,4.93,4,0,0,0.1,0.09
25,21,76,555,4.81,9,0,1,0.13,0.17
38,37,72,1306,4.98,10,1,2,0.12,0.05
11,15,64,1154,4.21,5,0,2,0.07,0.06
39,23,52,1506,3.97,6,0,0,0.11,0.08
19,35,31,1407,4.19,7,0,2,0.09,0.04
5,32,77,507,4.47,7,0,1,0.12,0.1
30,25,38,2671,4.26,4,1,2,0.12,0.11
39,34,49,2281,4.45,5,0,2,0.15,0.04
29,16,54,1624,4.83,5,1,2,0.02,0.1
19,11,19,1489,3.75,11,0,2,0.06,0.06
26,15,54,1603,3.68,9,1,1,0.04,0.18
10,18,26,2578,4.25,10,1,2,0.1,0.11
19,16,11,877,4.97,7,1,2,0.1,0.19
28,11,26,2877,3.59,4,0,0,0.04,0.08
25,28,47,2449,4.98,8,1,1,0.07,0.08
11,17,46,1822,4.95,11,0,0,0.09,0.08
33,20,72,781,3.94,7,1,0,0.1,0.07
36,34,14,1535,4.84,8,1,0,0.02,0.16
36,13,34,1138,3.51,6,0,2,0.14,0.07
9,25,31,568,4.18,5,1,2,0.01,0.07
8,34,72,2338,4.1,11,0,0,0.15,0.03
26,27,44,2570,4.85,7,0,1,0.05,0.19
22,22,64,836,4.21,6,0,1,0.05,0.18
39,36,29,2974,4.13,8,1,0,0.07,0.07
21,14,14,2756,4.46,7,1,1,0.11,0.11
28,36,48,714,4.06,6,1,0,0.03,0.11
6,11,72,1134,4.3,7,1,2,0.05,0.04
17,20,41,922,4.93,6,1,2,0.14,0.12
19,10,72,2620,3.8,6,0,2,0.13,0.04
9,22,49,1285,4.19,8,1,1,0.04,0.1
7,39,26,1437,3.52,5,0,0,0.09,0.04
7,14,41,2271,4.76,4,1,1,0.04,0.13
39,27,32,2189,3.64,6,1,1,0.09,0.03
27,23,69,1797,3.64,5,0,2,0.06,0.13
32,22,65,1756,4.82,9,0,1,0.06,0.15
34,16,18,2836,4.11,4,0,0,0.1,0.12
22,17,78,938,4.53,8,1,1,0.05,0.1
37,27,71,1837,4.79,7,1,2,0.07,0.03
30,16,73,2033,4.06,5,0,1,0.14,0.02
21,29,31,1917,3.89,10,0,0,0.12,0.08
11,26,41,2575,3.75,11,1,1,0.06,0.16
12,25,56,769,4.41,7,0,0,0.04,0.14
35,20,11,1990,3.88,7,0,0,0.1,0.04
16,28,61,2445,4.45,11,0,2,0.12,0.14
35,36,23,2621,3.98,4,1,2,0.13,0.12
23,37,46,2180,4.02,9,1,2,0.09,0.05
14,10,36,1173,3.87,11,1,2,0.08,0.16
69,4,297,7627,2.114560933683066,23,5,9,0.6015184856388738,0.44828586749370786
24,38,73,909,3.74,6,0,0,0.03,0.06
11,17,79,1941,3.98,9,1,0,0.13,0.13
18,10,35,2758,4.67,4,1,0,0.02,0.09
15,39,63,1291,3.82,5,0,0,0.09,0.03
11,18,24,1746,4.92,6,1,1,0.09,0.18
33,28,38,859,4.24,10,0,0,0.05,0.17
14,30,37,1081,3.66,11,1,2,0.01,0.08
33,18,68,1543,4.91,10,1,0,0.11,0.12
13,30,30,922,4.19,7,1,1,0.01,0.11
14,34,19,620,4.34,8,1,1,0.04,0.05
23,19,13,2720,3.78,8,1,2,0.09,0.05
35,33,71,533,4.0,4,1,1,0.14,0.17
21,32,13,570,4.56,9,0,1,0.02,0.18
69,3,215,8516,2.211386474934729,16,4,7,0.7444537333112907,0.5048484396064518
37,10,25,1467,4.36,6,0,0,0.06,0.03
38,29,47,1034,4.54,6,1,1,0.1,0.18
28,34,58,513,3.5,11,1,1,0.14,0.2
13,35,70,1829,4.76,11,1,0,0.05,0.16
11,17,74,770,3.58,8,0,2,0.14,0.08
20,29,59,2296,3.87,6,1,1,0.13,0.09
23,21,26,2017,4.95,5,0,1,0.09,0.18
10,10,37,2083,3.62,5,1,2,0.12,0.07
15,19,53,962,4.74,8,0,1,0.13,0.05
16,13,21,1022,4.48,7,0,0,0.12,0.17
17,24,79,1354,4.4,7,0,1,0.06,0.05
16,28,12,2545,4.37,7,1,1,0.12,0.18
25,15,58,942,3.75,8,0,1,0.05,0.13
14,36,30,2798,4.5,4,1,0,0.13,0.12
24,14,17,2707,4.93,10,0,0,0.05,0.16
32,14,73,2583,3.62,10,0,1,0.09,0.02
28,27,68,1721,4.0,6,1,0,0.11,0.15
9,37,39,2940,4.21,5,0,1,0.07,0.13
16,12,41,1727,3.85,9,0,2,0.12,0.11
39,36,29,2591,4.61,10,1,2,0.14,0.06
6,31,25,2862,4.53,5,0,1,0.04,0.17
13,11,34,907,3.68,9,0,2,0.01,0.07
26,13,69,1394,4.35,11,0,0,0.1,0.11
9,27,54,2753,4.05,11,0,1,0.09,0.05
16,18,18,1764,3.84,4,0,1,0.06,0.2
5,28,60,2588,4.77,11,0,1,0.12,0.06
26,35,70,2510,3.58,6,1,1,0.13,0.16
23,19,49,1886,4.2,7,0,1,0.06,0.07
20,31,70,1397,4.21,9,0,2,0.11,0.07
93,4,273,11961,2.3027340035396424,17,3,9,0.557150139168,0.5903498486192675
7,10,24,1039,3.8,10,0,2,0.06,0.17
27,38,62,2606,4.81,10,1,0,0.15,0.14
22,20,13,1008,4.95,11,0,0,0.06,0.18
30,23,32,1545,4.32,7,0,0,0.1,0.03
17,19,36,1237,3.88,7,0,0,0.06,0.19
22,28,46,1727,4.82,8,1,0,0.01,0.03
7,33,52,970,4.98,8,1,1,0.02,0.15
27,30,46,783,4.61,6,0,1,0.04,0.06
7,25,38,871,4.0,11,0,1,0.12,0.17
29,17,38,2021,3.85,5,0,1,0.07,0.18
31,11,58,2676,3.73,8,1,2,0.09,0.12
31,32,60,1903,3.85,6,1,2,0.14,0.09
29,34,59,1006,3.84,4,0,1,0.03,0.16
28,16,37,1618,4.95,7,1,1,0.13,0.18
12,28,14,1077,4.46,5,1,0,0.06,0.15
13,16,65,1700,3.75,5,1,0,0.06,0.18
34,24,73,1507,4.23,6,1,0,0.1,0.13
23,17,26,1167,3.78,8,0,1,0.14,0.14
20,23,64,1946,4.41,7,1,1,0.06,0.12
28,10,18,2407,4.01,7,0,2,0.12,0.11
25,38,77,2867,3.79,5,0,0,0.01,0.14
10,22,25,2605,3.86,5,1,0,0.1,0.12
9,12,25,772,4.51,11,1,2,0.1,0.15
18,30,22,1721,4.11,7,1,0,0.09,0.19
8,37,72,540,4.27,4,1,0,0.14,0.09
12,15,50,1237,4.73,6,1,1,0.14,0.09
28,28,62,2296,4.48,4,0,2,0.06,0.02
15,24,77,1768,4.19,8,0,2,0.07,0.11
21,13,18,1208,4.93,11,0,0,0.12,0.04
25,30,60,2783,3.82,4,0,2,0.13,0.15
94,4,217,10330,1.4284666103675692,22,5,5,0.4615745819336196,0.43363353450722275
31,13,58,1277,4.87,8,1,0,0.06,0.15
20,14,27,1335,4.78,9,1,1,0.12,0.12
30,27,19,2687,3.7,10,1,1,0.06,0.12
37,35,63,1378,4.89,10,0,0,0.07,0.14
35,34,24,893,3.52,9,0,2,0.03,0.12
77,2,156,10713,1.024034273173164,18,5,6,0.6377089042786278,0.6030972444326848
